 PRIMARY DESCRIPTION,Date,Counts
LIQUOR LAW VIOLATION,2020-02-21,1
MOTOR VEHICLE THEFT,2020-02-21,19
NARCOTICS,2020-02-21,55
OFFENSE INVOLVING CHILDREN,2020-02-21,9
OTHER OFFENSE,2020-02-21,40
PROSTITUTION,2020-02-21,3
PUBLIC PEACE VIOLATION,2020-02-21,3
ROBBERY,2020-02-21,34
SEX OFFENSE,2020-02-21,4
STALKING,2020-02-21,2
THEFT,2020-02-21,157
WEAPONS VIOLATION,2020-02-21,16
ARSON,2020-02-22,2
ASSAULT,2020-02-22,53
BATTERY,2020-02-22,153
BURGLARY,2020-02-22,19
CRIMINAL DAMAGE,2020-02-22,76
CRIMINAL SEXUAL ASSAULT,2020-02-22,5
CRIMINAL TRESPASS,2020-02-22,17
DECEPTIVE PRACTICE,2020-02-22,34
HOMICIDE,2020-02-22,2
INTERFERENCE WITH PUBLIC OFFICER,2020-02-22,4
LIQUOR LAW VIOLATION,2020-02-22,4
MOTOR VEHICLE THEFT,2020-02-22,12
NARCOTICS,2020-02-22,43
OFFENSE INVOLVING CHILDREN,2020-02-22,4
OTHER OFFENSE,2020-02-22,44
PUBLIC PEACE VIOLATION,2020-02-22,3
ROBBERY,2020-02-22,23
SEX OFFENSE,2020-02-22,5
STALKING,2020-02-22,1
THEFT,2020-02-22,150
WEAPONS VIOLATION,2020-02-22,28
ASSAULT,2020-02-23,55
BATTERY,2020-02-23,143
BURGLARY,2020-02-23,24
CRIMINAL DAMAGE,2020-02-23,82
CRIMINAL SEXUAL ASSAULT,2020-02-23,3
CRIMINAL TRESPASS,2020-02-23,20
DECEPTIVE PRACTICE,2020-02-23,29
HOMICIDE,2020-02-23,2
INTERFERENCE WITH PUBLIC OFFICER,2020-02-23,6
MOTOR VEHICLE THEFT,2020-02-23,21
NARCOTICS,2020-02-23,37
OBSCENITY,2020-02-23,1
OFFENSE INVOLVING CHILDREN,2020-02-23,11
OTHER NARCOTIC VIOLATION,2020-02-23,1
OTHER OFFENSE,2020-02-23,33
PUBLIC PEACE VIOLATION,2020-02-23,6
ROBBERY,2020-02-23,26
SEX OFFENSE,2020-02-23,2
STALKING,2020-02-23,1
THEFT,2020-02-23,124
WEAPONS VIOLATION,2020-02-23,30
ASSAULT,2020-02-24,35
BATTERY,2020-02-24,107
BURGLARY,2020-02-24,21
CRIMINAL DAMAGE,2020-02-24,49
CRIMINAL SEXUAL ASSAULT,2020-02-24,3
CRIMINAL TRESPASS,2020-02-24,25
DECEPTIVE PRACTICE,2020-02-24,32
HOMICIDE,2020-02-24,1
INTERFERENCE WITH PUBLIC OFFICER,2020-02-24,1
INTIMIDATION,2020-02-24,1
KIDNAPPING,2020-02-24,1
MOTOR VEHICLE THEFT,2020-02-24,27
NARCOTICS,2020-02-24,40
OFFENSE INVOLVING CHILDREN,2020-02-24,4
OTHER OFFENSE,2020-02-24,49
PUBLIC PEACE VIOLATION,2020-02-24,5
ROBBERY,2020-02-24,18
STALKING,2020-02-24,2
THEFT,2020-02-24,160
WEAPONS VIOLATION,2020-02-24,13
ASSAULT,2020-02-25,43
BATTERY,2020-02-25,99
BURGLARY,2020-02-25,19
CRIMINAL DAMAGE,2020-02-25,50
CRIMINAL SEXUAL ASSAULT,2020-02-25,2
CRIMINAL TRESPASS,2020-02-25,24
DECEPTIVE PRACTICE,2020-02-25,39
HOMICIDE,2020-02-25,1
MOTOR VEHICLE THEFT,2020-02-25,15
NARCOTICS,2020-02-25,33
OFFENSE INVOLVING CHILDREN,2020-02-25,6
OTHER OFFENSE,2020-02-25,36
PUBLIC PEACE VIOLATION,2020-02-25,3
ROBBERY,2020-02-25,18
SEX OFFENSE,2020-02-25,3
THEFT,2020-02-25,113
WEAPONS VIOLATION,2020-02-25,7
ARSON,2020-02-26,2
ASSAULT,2020-02-26,55
BATTERY,2020-02-26,107
BURGLARY,2020-02-26,20
CONCEALED CARRY LICENSE VIOLATION,2020-02-26,1
CRIMINAL DAMAGE,2020-02-26,62
CRIMINAL SEXUAL ASSAULT,2020-02-26,5
CRIMINAL TRESPASS,2020-02-26,16
DECEPTIVE PRACTICE,2020-02-26,53
HOMICIDE,2020-02-26,2
INTERFERENCE WITH PUBLIC OFFICER,2020-02-26,5
KIDNAPPING,2020-02-26,1
LIQUOR LAW VIOLATION,2020-02-26,2
MOTOR VEHICLE THEFT,2020-02-26,27
NARCOTICS,2020-02-26,49
OFFENSE INVOLVING CHILDREN,2020-02-26,8
OTHER OFFENSE,2020-02-26,40
PUBLIC PEACE VIOLATION,2020-02-26,2
ROBBERY,2020-02-26,17
SEX OFFENSE,2020-02-26,5
STALKING,2020-02-26,1
THEFT,2020-02-26,107
WEAPONS VIOLATION,2020-02-26,8
ASSAULT,2020-02-27,51
BATTERY,2020-02-27,97
BURGLARY,2020-02-27,21
CONCEALED CARRY LICENSE VIOLATION,2020-02-27,1
CRIMINAL DAMAGE,2020-02-27,43
CRIMINAL SEXUAL ASSAULT,2020-02-27,3
CRIMINAL TRESPASS,2020-02-27,18
DECEPTIVE PRACTICE,2020-02-27,49
INTERFERENCE WITH PUBLIC OFFICER,2020-02-27,2
MOTOR VEHICLE THEFT,2020-02-27,20
NARCOTICS,2020-02-27,39
OFFENSE INVOLVING CHILDREN,2020-02-27,2
OTHER OFFENSE,2020-02-27,44
PROSTITUTION,2020-02-27,4
PUBLIC PEACE VIOLATION,2020-02-27,2
ROBBERY,2020-02-27,16
SEX OFFENSE,2020-02-27,3
STALKING,2020-02-27,1
THEFT,2020-02-27,127
WEAPONS VIOLATION,2020-02-27,20
ASSAULT,2020-02-28,53
BATTERY,2020-02-28,116
BURGLARY,2020-02-28,20
CRIMINAL DAMAGE,2020-02-28,64
CRIMINAL SEXUAL ASSAULT,2020-02-28,2
CRIMINAL TRESPASS,2020-02-28,26
DECEPTIVE PRACTICE,2020-02-28,48
INTERFERENCE WITH PUBLIC OFFICER,2020-02-28,5
MOTOR VEHICLE THEFT,2020-02-28,31
NARCOTICS,2020-02-28,45
OFFENSE INVOLVING CHILDREN,2020-02-28,11
OTHER OFFENSE,2020-02-28,39
PROSTITUTION,2020-02-28,5
PUBLIC PEACE VIOLATION,2020-02-28,5
ROBBERY,2020-02-28,20
SEX OFFENSE,2020-02-28,2
THEFT,2020-02-28,145
WEAPONS VIOLATION,2020-02-28,16
ARSON,2020-02-29,1
ASSAULT,2020-02-29,48
BATTERY,2020-02-29,115
BURGLARY,2020-02-29,14
CRIMINAL DAMAGE,2020-02-29,61
CRIMINAL SEXUAL ASSAULT,2020-02-29,2
CRIMINAL TRESPASS,2020-02-29,17
DECEPTIVE PRACTICE,2020-02-29,38
HUMAN TRAFFICKING,2020-02-29,1
INTERFERENCE WITH PUBLIC OFFICER,2020-02-29,4
LIQUOR LAW VIOLATION,2020-02-29,1
MOTOR VEHICLE THEFT,2020-02-29,20
NARCOTICS,2020-02-29,43
OFFENSE INVOLVING CHILDREN,2020-02-29,8
OTHER OFFENSE,2020-02-29,38
PUBLIC PEACE VIOLATION,2020-02-29,3
ROBBERY,2020-02-29,21
SEX OFFENSE,2020-02-29,1
THEFT,2020-02-29,132
WEAPONS VIOLATION,2020-02-29,18
ARSON,2020-03-01,1
ASSAULT,2020-03-01,46
BATTERY,2020-03-01,147
BURGLARY,2020-03-01,15
CONCEALED CARRY LICENSE VIOLATION,2020-03-01,2
CRIMINAL DAMAGE,2020-03-01,102
CRIMINAL SEXUAL ASSAULT,2020-03-01,13
CRIMINAL TRESPASS,2020-03-01,10
DECEPTIVE PRACTICE,2020-03-01,47
HOMICIDE,2020-03-01,2
INTERFERENCE WITH PUBLIC OFFICER,2020-03-01,2
MOTOR VEHICLE THEFT,2020-03-01,23
NARCOTICS,2020-03-01,41
OFFENSE INVOLVING CHILDREN,2020-03-01,15
OTHER OFFENSE,2020-03-01,54
PUBLIC PEACE VIOLATION,2020-03-01,4
ROBBERY,2020-03-01,17
SEX OFFENSE,2020-03-01,9
STALKING,2020-03-01,2
THEFT,2020-03-01,133
WEAPONS VIOLATION,2020-03-01,21
ASSAULT,2020-03-02,52
BATTERY,2020-03-02,103
BURGLARY,2020-03-02,14
CONCEALED CARRY LICENSE VIOLATION,2020-03-02,1
CRIMINAL DAMAGE,2020-03-02,66
CRIMINAL SEXUAL ASSAULT,2020-03-02,5
CRIMINAL TRESPASS,2020-03-02,14
DECEPTIVE PRACTICE,2020-03-02,45
HOMICIDE,2020-03-02,3
INTERFERENCE WITH PUBLIC OFFICER,2020-03-02,7
INTIMIDATION,2020-03-02,2
KIDNAPPING,2020-03-02,1
LIQUOR LAW VIOLATION,2020-03-02,1
MOTOR VEHICLE THEFT,2020-03-02,17
NARCOTICS,2020-03-02,31
OFFENSE INVOLVING CHILDREN,2020-03-02,4
OTHER NARCOTIC VIOLATION,2020-03-02,1
OTHER OFFENSE,2020-03-02,43
PUBLIC PEACE VIOLATION,2020-03-02,4
ROBBERY,2020-03-02,15
SEX OFFENSE,2020-03-02,2
THEFT,2020-03-02,142
WEAPONS VIOLATION,2020-03-02,19
ASSAULT,2020-03-03,60
BATTERY,2020-03-03,107
BURGLARY,2020-03-03,24
CONCEALED CARRY LICENSE VIOLATION,2020-03-03,1
CRIMINAL DAMAGE,2020-03-03,59
CRIMINAL SEXUAL ASSAULT,2020-03-03,5
CRIMINAL TRESPASS,2020-03-03,23
DECEPTIVE PRACTICE,2020-03-03,61
HOMICIDE,2020-03-03,2
INTERFERENCE WITH PUBLIC OFFICER,2020-03-03,4
MOTOR VEHICLE THEFT,2020-03-03,18
NARCOTICS,2020-03-03,40
OFFENSE INVOLVING CHILDREN,2020-03-03,7
OTHER OFFENSE,2020-03-03,39
ROBBERY,2020-03-03,7
SEX OFFENSE,2020-03-03,1
THEFT,2020-03-03,152
WEAPONS VIOLATION,2020-03-03,20
ARSON,2020-03-04,1
ASSAULT,2020-03-04,68
BATTERY,2020-03-04,109
BURGLARY,2020-03-04,17
CRIMINAL DAMAGE,2020-03-04,57
CRIMINAL SEXUAL ASSAULT,2020-03-04,1
CRIMINAL TRESPASS,2020-03-04,17
DECEPTIVE PRACTICE,2020-03-04,48
GAMBLING,2020-03-04,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-04,3
KIDNAPPING,2020-03-04,2
LIQUOR LAW VIOLATION,2020-03-04,1
MOTOR VEHICLE THEFT,2020-03-04,13
NARCOTICS,2020-03-04,42
OFFENSE INVOLVING CHILDREN,2020-03-04,8
OTHER OFFENSE,2020-03-04,51
PROSTITUTION,2020-03-04,1
PUBLIC PEACE VIOLATION,2020-03-04,2
ROBBERY,2020-03-04,23
SEX OFFENSE,2020-03-04,3
STALKING,2020-03-04,1
THEFT,2020-03-04,144
WEAPONS VIOLATION,2020-03-04,6
ASSAULT,2020-03-05,48
BATTERY,2020-03-05,110
BURGLARY,2020-03-05,15
CONCEALED CARRY LICENSE VIOLATION,2020-03-05,1
CRIMINAL DAMAGE,2020-03-05,59
CRIMINAL SEXUAL ASSAULT,2020-03-05,2
CRIMINAL TRESPASS,2020-03-05,10
DECEPTIVE PRACTICE,2020-03-05,37
GAMBLING,2020-03-05,1
HOMICIDE,2020-03-05,2
INTERFERENCE WITH PUBLIC OFFICER,2020-03-05,8
LIQUOR LAW VIOLATION,2020-03-05,1
MOTOR VEHICLE THEFT,2020-03-05,20
NARCOTICS,2020-03-05,39
OFFENSE INVOLVING CHILDREN,2020-03-05,10
OTHER OFFENSE,2020-03-05,42
PROSTITUTION,2020-03-05,6
PUBLIC PEACE VIOLATION,2020-03-05,5
ROBBERY,2020-03-05,12
SEX OFFENSE,2020-03-05,3
THEFT,2020-03-05,139
WEAPONS VIOLATION,2020-03-05,13
ARSON,2020-03-06,1
ASSAULT,2020-03-06,54
BATTERY,2020-03-06,137
BURGLARY,2020-03-06,23
CONCEALED CARRY LICENSE VIOLATION,2020-03-06,1
CRIMINAL DAMAGE,2020-03-06,66
CRIMINAL SEXUAL ASSAULT,2020-03-06,5
CRIMINAL TRESPASS,2020-03-06,18
DECEPTIVE PRACTICE,2020-03-06,54
HOMICIDE,2020-03-06,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-06,4
LIQUOR LAW VIOLATION,2020-03-06,1
MOTOR VEHICLE THEFT,2020-03-06,32
NARCOTICS,2020-03-06,42
OFFENSE INVOLVING CHILDREN,2020-03-06,9
OTHER OFFENSE,2020-03-06,52
PUBLIC PEACE VIOLATION,2020-03-06,6
ROBBERY,2020-03-06,21
SEX OFFENSE,2020-03-06,3
STALKING,2020-03-06,1
THEFT,2020-03-06,153
WEAPONS VIOLATION,2020-03-06,20
ARSON,2020-03-07,2
ASSAULT,2020-03-07,44
BATTERY,2020-03-07,135
BURGLARY,2020-03-07,20
CRIMINAL DAMAGE,2020-03-07,65
CRIMINAL SEXUAL ASSAULT,2020-03-07,7
CRIMINAL TRESPASS,2020-03-07,15
DECEPTIVE PRACTICE,2020-03-07,34
INTERFERENCE WITH PUBLIC OFFICER,2020-03-07,5
LIQUOR LAW VIOLATION,2020-03-07,1
MOTOR VEHICLE THEFT,2020-03-07,15
NARCOTICS,2020-03-07,24
OFFENSE INVOLVING CHILDREN,2020-03-07,4
OTHER OFFENSE,2020-03-07,36
PROSTITUTION,2020-03-07,4
PUBLIC PEACE VIOLATION,2020-03-07,4
ROBBERY,2020-03-07,26
SEX OFFENSE,2020-03-07,2
THEFT,2020-03-07,121
WEAPONS VIOLATION,2020-03-07,22
ASSAULT,2020-03-08,57
BATTERY,2020-03-08,147
BURGLARY,2020-03-08,19
CONCEALED CARRY LICENSE VIOLATION,2020-03-08,1
CRIMINAL DAMAGE,2020-03-08,74
CRIMINAL SEXUAL ASSAULT,2020-03-08,6
CRIMINAL TRESPASS,2020-03-08,16
DECEPTIVE PRACTICE,2020-03-08,22
HOMICIDE,2020-03-08,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-08,6
MOTOR VEHICLE THEFT,2020-03-08,21
NARCOTICS,2020-03-08,40
OBSCENITY,2020-03-08,1
OFFENSE INVOLVING CHILDREN,2020-03-08,2
OTHER OFFENSE,2020-03-08,36
PUBLIC PEACE VIOLATION,2020-03-08,3
ROBBERY,2020-03-08,17
SEX OFFENSE,2020-03-08,1
STALKING,2020-03-08,1
THEFT,2020-03-08,135
WEAPONS VIOLATION,2020-03-08,25
ASSAULT,2020-03-09,48
BATTERY,2020-03-09,124
BURGLARY,2020-03-09,21
CRIMINAL DAMAGE,2020-03-09,49
CRIMINAL SEXUAL ASSAULT,2020-03-09,3
CRIMINAL TRESPASS,2020-03-09,12
DECEPTIVE PRACTICE,2020-03-09,29
HOMICIDE,2020-03-09,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-09,1
INTIMIDATION,2020-03-09,1
MOTOR VEHICLE THEFT,2020-03-09,24
NARCOTICS,2020-03-09,33
OFFENSE INVOLVING CHILDREN,2020-03-09,12
OTHER OFFENSE,2020-03-09,40
PROSTITUTION,2020-03-09,3
PUBLIC PEACE VIOLATION,2020-03-09,1
ROBBERY,2020-03-09,18
SEX OFFENSE,2020-03-09,3
STALKING,2020-03-09,1
THEFT,2020-03-09,127
WEAPONS VIOLATION,2020-03-09,16
ASSAULT,2020-03-10,49
BATTERY,2020-03-10,106
BURGLARY,2020-03-10,14
CONCEALED CARRY LICENSE VIOLATION,2020-03-10,1
CRIMINAL DAMAGE,2020-03-10,48
CRIMINAL SEXUAL ASSAULT,2020-03-10,5
CRIMINAL TRESPASS,2020-03-10,14
DECEPTIVE PRACTICE,2020-03-10,35
HOMICIDE,2020-03-10,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-10,5
LIQUOR LAW VIOLATION,2020-03-10,1
MOTOR VEHICLE THEFT,2020-03-10,25
NARCOTICS,2020-03-10,43
OFFENSE INVOLVING CHILDREN,2020-03-10,7
OTHER OFFENSE,2020-03-10,45
PROSTITUTION,2020-03-10,4
PUBLIC PEACE VIOLATION,2020-03-10,1
ROBBERY,2020-03-10,9
SEX OFFENSE,2020-03-10,2
STALKING,2020-03-10,2
THEFT,2020-03-10,129
WEAPONS VIOLATION,2020-03-10,15
ARSON,2020-03-11,1
ASSAULT,2020-03-11,63
BATTERY,2020-03-11,100
BURGLARY,2020-03-11,15
CRIMINAL DAMAGE,2020-03-11,59
CRIMINAL SEXUAL ASSAULT,2020-03-11,3
CRIMINAL TRESPASS,2020-03-11,16
DECEPTIVE PRACTICE,2020-03-11,33
INTERFERENCE WITH PUBLIC OFFICER,2020-03-11,2
LIQUOR LAW VIOLATION,2020-03-11,1
MOTOR VEHICLE THEFT,2020-03-11,17
NARCOTICS,2020-03-11,39
OFFENSE INVOLVING CHILDREN,2020-03-11,3
OTHER OFFENSE,2020-03-11,46
PUBLIC PEACE VIOLATION,2020-03-11,3
ROBBERY,2020-03-11,12
SEX OFFENSE,2020-03-11,2
STALKING,2020-03-11,1
THEFT,2020-03-11,157
WEAPONS VIOLATION,2020-03-11,10
ASSAULT,2020-03-12,60
BATTERY,2020-03-12,134
BURGLARY,2020-03-12,16
CRIMINAL DAMAGE,2020-03-12,60
CRIMINAL SEXUAL ASSAULT,2020-03-12,4
CRIMINAL TRESPASS,2020-03-12,25
DECEPTIVE PRACTICE,2020-03-12,42
INTERFERENCE WITH PUBLIC OFFICER,2020-03-12,5
MOTOR VEHICLE THEFT,2020-03-12,21
NARCOTICS,2020-03-12,49
OFFENSE INVOLVING CHILDREN,2020-03-12,6
OTHER OFFENSE,2020-03-12,54
PUBLIC PEACE VIOLATION,2020-03-12,9
ROBBERY,2020-03-12,12
SEX OFFENSE,2020-03-12,2
THEFT,2020-03-12,117
WEAPONS VIOLATION,2020-03-12,13
ARSON,2020-03-13,3
ASSAULT,2020-03-13,52
BATTERY,2020-03-13,129
BURGLARY,2020-03-13,23
CRIMINAL DAMAGE,2020-03-13,81
CRIMINAL SEXUAL ASSAULT,2020-03-13,5
CRIMINAL TRESPASS,2020-03-13,14
DECEPTIVE PRACTICE,2020-03-13,44
HOMICIDE,2020-03-13,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-13,4
INTIMIDATION,2020-03-13,1
LIQUOR LAW VIOLATION,2020-03-13,2
MOTOR VEHICLE THEFT,2020-03-13,24
NARCOTICS,2020-03-13,46
OFFENSE INVOLVING CHILDREN,2020-03-13,3
OTHER OFFENSE,2020-03-13,40
PUBLIC PEACE VIOLATION,2020-03-13,2
ROBBERY,2020-03-13,28
SEX OFFENSE,2020-03-13,2
STALKING,2020-03-13,1
THEFT,2020-03-13,147
WEAPONS VIOLATION,2020-03-13,18
ASSAULT,2020-03-14,52
BATTERY,2020-03-14,153
BURGLARY,2020-03-14,18
CONCEALED CARRY LICENSE VIOLATION,2020-03-14,1
CRIMINAL DAMAGE,2020-03-14,60
CRIMINAL SEXUAL ASSAULT,2020-03-14,5
CRIMINAL TRESPASS,2020-03-14,16
DECEPTIVE PRACTICE,2020-03-14,27
HOMICIDE,2020-03-14,3
INTERFERENCE WITH PUBLIC OFFICER,2020-03-14,5
KIDNAPPING,2020-03-14,1
LIQUOR LAW VIOLATION,2020-03-14,1
MOTOR VEHICLE THEFT,2020-03-14,38
NARCOTICS,2020-03-14,35
OFFENSE INVOLVING CHILDREN,2020-03-14,3
OTHER OFFENSE,2020-03-14,29
PUBLIC PEACE VIOLATION,2020-03-14,5
ROBBERY,2020-03-14,14
SEX OFFENSE,2020-03-14,5
STALKING,2020-03-14,1
THEFT,2020-03-14,124
WEAPONS VIOLATION,2020-03-14,19
ASSAULT,2020-03-15,47
BATTERY,2020-03-15,152
BURGLARY,2020-03-15,27
CONCEALED CARRY LICENSE VIOLATION,2020-03-15,1
CRIMINAL DAMAGE,2020-03-15,68
CRIMINAL SEXUAL ASSAULT,2020-03-15,3
CRIMINAL TRESPASS,2020-03-15,16
DECEPTIVE PRACTICE,2020-03-15,36
HOMICIDE,2020-03-15,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-15,1
MOTOR VEHICLE THEFT,2020-03-15,16
NARCOTICS,2020-03-15,22
OFFENSE INVOLVING CHILDREN,2020-03-15,6
OTHER OFFENSE,2020-03-15,35
PUBLIC PEACE VIOLATION,2020-03-15,3
ROBBERY,2020-03-15,15
SEX OFFENSE,2020-03-15,7
STALKING,2020-03-15,1
THEFT,2020-03-15,114
WEAPONS VIOLATION,2020-03-15,14
ARSON,2020-03-16,2
ASSAULT,2020-03-16,50
BATTERY,2020-03-16,101
BURGLARY,2020-03-16,17
CRIMINAL DAMAGE,2020-03-16,53
CRIMINAL SEXUAL ASSAULT,2020-03-16,1
CRIMINAL TRESPASS,2020-03-16,11
DECEPTIVE PRACTICE,2020-03-16,40
HOMICIDE,2020-03-16,2
INTERFERENCE WITH PUBLIC OFFICER,2020-03-16,4
LIQUOR LAW VIOLATION,2020-03-16,1
MOTOR VEHICLE THEFT,2020-03-16,20
NARCOTICS,2020-03-16,29
OFFENSE INVOLVING CHILDREN,2020-03-16,6
OTHER NARCOTIC VIOLATION,2020-03-16,1
OTHER OFFENSE,2020-03-16,36
PUBLIC PEACE VIOLATION,2020-03-16,1
ROBBERY,2020-03-16,13
SEX OFFENSE,2020-03-16,3
STALKING,2020-03-16,1
THEFT,2020-03-16,118
WEAPONS VIOLATION,2020-03-16,12
ARSON,2020-03-17,2
ASSAULT,2020-03-17,48
BATTERY,2020-03-17,112
BURGLARY,2020-03-17,14
CRIMINAL DAMAGE,2020-03-17,64
CRIMINAL SEXUAL ASSAULT,2020-03-17,2
CRIMINAL TRESPASS,2020-03-17,17
DECEPTIVE PRACTICE,2020-03-17,42
GAMBLING,2020-03-17,2
INTERFERENCE WITH PUBLIC OFFICER,2020-03-17,3
KIDNAPPING,2020-03-17,1
MOTOR VEHICLE THEFT,2020-03-17,21
NARCOTICS,2020-03-17,29
OFFENSE INVOLVING CHILDREN,2020-03-17,5
OTHER OFFENSE,2020-03-17,43
PUBLIC INDECENCY,2020-03-17,1
PUBLIC PEACE VIOLATION,2020-03-17,5
ROBBERY,2020-03-17,21
THEFT,2020-03-17,116
WEAPONS VIOLATION,2020-03-17,20
ASSAULT,2020-03-18,54
BATTERY,2020-03-18,107
BURGLARY,2020-03-18,17
CRIMINAL DAMAGE,2020-03-18,64
CRIMINAL SEXUAL ASSAULT,2020-03-18,1
CRIMINAL TRESPASS,2020-03-18,16
DECEPTIVE PRACTICE,2020-03-18,21
HOMICIDE,2020-03-18,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-18,5
MOTOR VEHICLE THEFT,2020-03-18,24
NARCOTICS,2020-03-18,23
OFFENSE INVOLVING CHILDREN,2020-03-18,3
OTHER OFFENSE,2020-03-18,36
PUBLIC PEACE VIOLATION,2020-03-18,3
ROBBERY,2020-03-18,21
SEX OFFENSE,2020-03-18,6
THEFT,2020-03-18,107
WEAPONS VIOLATION,2020-03-18,15
ASSAULT,2020-03-19,39
BATTERY,2020-03-19,109
BURGLARY,2020-03-19,32
CRIMINAL DAMAGE,2020-03-19,52
CRIMINAL TRESPASS,2020-03-19,5
DECEPTIVE PRACTICE,2020-03-19,29
MOTOR VEHICLE THEFT,2020-03-19,32
NARCOTICS,2020-03-19,17
OFFENSE INVOLVING CHILDREN,2020-03-19,5
OTHER OFFENSE,2020-03-19,26
ROBBERY,2020-03-19,18
SEX OFFENSE,2020-03-19,2
STALKING,2020-03-19,1
THEFT,2020-03-19,89
WEAPONS VIOLATION,2020-03-19,12
ARSON,2020-03-20,2
ASSAULT,2020-03-20,39
BATTERY,2020-03-20,118
BURGLARY,2020-03-20,18
CRIMINAL DAMAGE,2020-03-20,77
CRIMINAL SEXUAL ASSAULT,2020-03-20,5
CRIMINAL TRESPASS,2020-03-20,6
DECEPTIVE PRACTICE,2020-03-20,37
INTERFERENCE WITH PUBLIC OFFICER,2020-03-20,1
MOTOR VEHICLE THEFT,2020-03-20,19
NARCOTICS,2020-03-20,6
OFFENSE INVOLVING CHILDREN,2020-03-20,4
OTHER OFFENSE,2020-03-20,29
ROBBERY,2020-03-20,18
STALKING,2020-03-20,1
THEFT,2020-03-20,98
WEAPONS VIOLATION,2020-03-20,8
ARSON,2020-03-21,2
ASSAULT,2020-03-21,53
BATTERY,2020-03-21,106
BURGLARY,2020-03-21,16
CRIMINAL DAMAGE,2020-03-21,54
CRIMINAL SEXUAL ASSAULT,2020-03-21,3
CRIMINAL TRESPASS,2020-03-21,4
DECEPTIVE PRACTICE,2020-03-21,26
KIDNAPPING,2020-03-21,1
MOTOR VEHICLE THEFT,2020-03-21,18
NARCOTICS,2020-03-21,6
OFFENSE INVOLVING CHILDREN,2020-03-21,7
OTHER OFFENSE,2020-03-21,24
PUBLIC PEACE VIOLATION,2020-03-21,1
ROBBERY,2020-03-21,15
SEX OFFENSE,2020-03-21,1
THEFT,2020-03-21,80
WEAPONS VIOLATION,2020-03-21,18
ASSAULT,2020-03-22,29
BATTERY,2020-03-22,104
BURGLARY,2020-03-22,15
CRIMINAL DAMAGE,2020-03-22,47
CRIMINAL SEXUAL ASSAULT,2020-03-22,4
CRIMINAL TRESPASS,2020-03-22,9
DECEPTIVE PRACTICE,2020-03-22,22
HOMICIDE,2020-03-22,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-22,1
KIDNAPPING,2020-03-22,1
MOTOR VEHICLE THEFT,2020-03-22,8
NARCOTICS,2020-03-22,7
OFFENSE INVOLVING CHILDREN,2020-03-22,4
OTHER OFFENSE,2020-03-22,25
PUBLIC PEACE VIOLATION,2020-03-22,2
ROBBERY,2020-03-22,6
SEX OFFENSE,2020-03-22,2
STALKING,2020-03-22,1
THEFT,2020-03-22,72
WEAPONS VIOLATION,2020-03-22,12
ARSON,2020-03-23,1
ASSAULT,2020-03-23,31
BATTERY,2020-03-23,83
BURGLARY,2020-03-23,12
CRIMINAL DAMAGE,2020-03-23,60
CRIMINAL TRESPASS,2020-03-23,11
DECEPTIVE PRACTICE,2020-03-23,31
MOTOR VEHICLE THEFT,2020-03-23,14
NARCOTICS,2020-03-23,9
OFFENSE INVOLVING CHILDREN,2020-03-23,3
OTHER OFFENSE,2020-03-23,23
PUBLIC PEACE VIOLATION,2020-03-23,1
ROBBERY,2020-03-23,15
SEX OFFENSE,2020-03-23,2
THEFT,2020-03-23,84
WEAPONS VIOLATION,2020-03-23,10
ASSAULT,2020-03-24,42
BATTERY,2020-03-24,106
BURGLARY,2020-03-24,19
CRIMINAL DAMAGE,2020-03-24,54
CRIMINAL SEXUAL ASSAULT,2020-03-24,1
CRIMINAL TRESPASS,2020-03-24,9
DECEPTIVE PRACTICE,2020-03-24,32
KIDNAPPING,2020-03-24,1
MOTOR VEHICLE THEFT,2020-03-24,12
NARCOTICS,2020-03-24,3
OFFENSE INVOLVING CHILDREN,2020-03-24,2
OTHER OFFENSE,2020-03-24,31
PROSTITUTION,2020-03-24,1
ROBBERY,2020-03-24,16
THEFT,2020-03-24,80
WEAPONS VIOLATION,2020-03-24,12
ARSON,2020-03-25,3
ASSAULT,2020-03-25,49
BATTERY,2020-03-25,94
BURGLARY,2020-03-25,19
CRIMINAL DAMAGE,2020-03-25,63
CRIMINAL SEXUAL ASSAULT,2020-03-25,2
CRIMINAL TRESPASS,2020-03-25,11
DECEPTIVE PRACTICE,2020-03-25,28
HOMICIDE,2020-03-25,1
INTERFERENCE WITH PUBLIC OFFICER,2020-03-25,1
MOTOR VEHICLE THEFT,2020-03-25,19
NARCOTICS,2020-03-25,8
OTHER OFFENSE,2020-03-25,30
PUBLIC PEACE VIOLATION,2020-03-25,2
ROBBERY,2020-03-25,12
SEX OFFENSE,2020-03-25,4
THEFT,2020-03-25,70
WEAPONS VIOLATION,2020-03-25,17
ARSON,2020-03-26,1
ASSAULT,2020-03-26,48
BATTERY,2020-03-26,91
