, PRIMARY DESCRIPTION,Date,Counts,Cases - Total
426,BURGLARY,2020-03-22,15,168
427,CRIMINAL DAMAGE,2020-03-22,47,168
428,CRIMINAL SEXUAL ASSAULT,2020-03-22,4,168
429,CRIMINAL TRESPASS,2020-03-22,9,168
430,DECEPTIVE PRACTICE,2020-03-22,22,168
431,HOMICIDE,2020-03-22,1,168
432,INTERFERENCE WITH PUBLIC OFFICER,2020-03-22,1,168
433,KIDNAPPING,2020-03-22,1,168
434,MOTOR VEHICLE THEFT,2020-03-22,8,168
435,NARCOTICS,2020-03-22,7,168
436,OFFENSE INVOLVING CHILDREN,2020-03-22,4,168
437,OTHER OFFENSE,2020-03-22,25,168
438,PUBLIC PEACE VIOLATION,2020-03-22,2,168
439,ROBBERY,2020-03-22,6,168
440,SEX OFFENSE,2020-03-22,2,168
441,STALKING,2020-03-22,1,168
442,THEFT,2020-03-22,72,168
443,WEAPONS VIOLATION,2020-03-22,12,168
444,ARSON,2020-03-23,1,291
445,ASSAULT,2020-03-23,31,291
446,BATTERY,2020-03-23,83,291
447,BURGLARY,2020-03-23,12,291
448,CRIMINAL DAMAGE,2020-03-23,60,291
449,CRIMINAL TRESPASS,2020-03-23,11,291
450,DECEPTIVE PRACTICE,2020-03-23,31,291
451,MOTOR VEHICLE THEFT,2020-03-23,14,291
452,NARCOTICS,2020-03-23,9,291
453,OFFENSE INVOLVING CHILDREN,2020-03-23,3,291
454,OTHER OFFENSE,2020-03-23,23,291
455,PUBLIC PEACE VIOLATION,2020-03-23,1,291
456,ROBBERY,2020-03-23,15,291
457,SEX OFFENSE,2020-03-23,2,291
458,THEFT,2020-03-23,84,291
459,WEAPONS VIOLATION,2020-03-23,10,291
460,ASSAULT,2020-03-24,42,350
461,BATTERY,2020-03-24,106,350
462,BURGLARY,2020-03-24,19,350
463,CRIMINAL DAMAGE,2020-03-24,54,350
464,CRIMINAL SEXUAL ASSAULT,2020-03-24,1,350
465,CRIMINAL TRESPASS,2020-03-24,9,350
466,DECEPTIVE PRACTICE,2020-03-24,32,350
467,KIDNAPPING,2020-03-24,1,350
468,MOTOR VEHICLE THEFT,2020-03-24,12,350
469,NARCOTICS,2020-03-24,3,350
470,OFFENSE INVOLVING CHILDREN,2020-03-24,2,350
471,OTHER OFFENSE,2020-03-24,31,350
472,PROSTITUTION,2020-03-24,1,350
473,ROBBERY,2020-03-24,16,350
474,THEFT,2020-03-24,80,350
475,WEAPONS VIOLATION,2020-03-24,12,350
476,ARSON,2020-03-25,3,367
477,ASSAULT,2020-03-25,49,367
478,BATTERY,2020-03-25,94,367
479,BURGLARY,2020-03-25,19,367
480,CRIMINAL DAMAGE,2020-03-25,63,367
481,CRIMINAL SEXUAL ASSAULT,2020-03-25,2,367
482,CRIMINAL TRESPASS,2020-03-25,11,367
483,DECEPTIVE PRACTICE,2020-03-25,28,367
484,HOMICIDE,2020-03-25,1,367
485,INTERFERENCE WITH PUBLIC OFFICER,2020-03-25,1,367
486,MOTOR VEHICLE THEFT,2020-03-25,19,367
487,NARCOTICS,2020-03-25,8,367
488,OTHER OFFENSE,2020-03-25,30,367
489,PUBLIC PEACE VIOLATION,2020-03-25,2,367
490,ROBBERY,2020-03-25,12,367
491,SEX OFFENSE,2020-03-25,4,367
492,THEFT,2020-03-25,70,367
493,WEAPONS VIOLATION,2020-03-25,17,367
494,ARSON,2020-03-26,1,413
495,ASSAULT,2020-03-26,48,413
496,BATTERY,2020-03-26,91,413
497,BURGLARY,2020-03-26,13,413
498,CRIMINAL DAMAGE,2020-03-26,41,413
499,CRIMINAL SEXUAL ASSAULT,2020-03-26,3,413
500,CRIMINAL TRESPASS,2020-03-26,10,413
501,DECEPTIVE PRACTICE,2020-03-26,22,413
502,INTERFERENCE WITH PUBLIC OFFICER,2020-03-26,1,413
503,MOTOR VEHICLE THEFT,2020-03-26,20,413
504,NARCOTICS,2020-03-26,8,413
505,OFFENSE INVOLVING CHILDREN,2020-03-26,2,413
506,OTHER OFFENSE,2020-03-26,24,413
507,PUBLIC PEACE VIOLATION,2020-03-26,1,413
508,ROBBERY,2020-03-26,20,413
509,SEX OFFENSE,2020-03-26,3,413
510,THEFT,2020-03-26,94,413
511,WEAPONS VIOLATION,2020-03-26,13,413
512,ASSAULT,2020-03-27,39,404
513,BATTERY,2020-03-27,92,404
514,BURGLARY,2020-03-27,21,404
515,CONCEALED CARRY LICENSE VIOLATION,2020-03-27,1,404
516,CRIMINAL DAMAGE,2020-03-27,53,404
517,CRIMINAL SEXUAL ASSAULT,2020-03-27,5,404
518,CRIMINAL TRESPASS,2020-03-27,8,404
519,DECEPTIVE PRACTICE,2020-03-27,28,404
520,HOMICIDE,2020-03-27,1,404
521,MOTOR VEHICLE THEFT,2020-03-27,16,404
522,NARCOTICS,2020-03-27,9,404
523,OFFENSE INVOLVING CHILDREN,2020-03-27,7,404
524,OTHER OFFENSE,2020-03-27,28,404
525,PUBLIC PEACE VIOLATION,2020-03-27,3,404
526,ROBBERY,2020-03-27,7,404
527,SEX OFFENSE,2020-03-27,1,404
528,THEFT,2020-03-27,88,404
529,WEAPONS VIOLATION,2020-03-27,16,404
530,ASSAULT,2020-03-28,38,249
531,BATTERY,2020-03-28,133,249
532,BURGLARY,2020-03-28,21,249
533,CRIMINAL DAMAGE,2020-03-28,51,249
534,CRIMINAL SEXUAL ASSAULT,2020-03-28,2,249
535,CRIMINAL TRESPASS,2020-03-28,12,249
536,DECEPTIVE PRACTICE,2020-03-28,22,249
537,HOMICIDE,2020-03-28,1,249
538,MOTOR VEHICLE THEFT,2020-03-28,22,249
539,NARCOTICS,2020-03-28,9,249
540,OTHER OFFENSE,2020-03-28,25,249
541,PUBLIC PEACE VIOLATION,2020-03-28,2,249
542,ROBBERY,2020-03-28,12,249
543,SEX OFFENSE,2020-03-28,1,249
544,THEFT,2020-03-28,95,249
545,WEAPONS VIOLATION,2020-03-28,15,249
546,ARSON,2020-03-29,3,282
547,ASSAULT,2020-03-29,39,282
548,BATTERY,2020-03-29,129,282
549,BURGLARY,2020-03-29,19,282
550,CRIMINAL DAMAGE,2020-03-29,72,282
551,CRIMINAL SEXUAL ASSAULT,2020-03-29,2,282
552,CRIMINAL TRESPASS,2020-03-29,11,282
553,DECEPTIVE PRACTICE,2020-03-29,17,282
554,INTERFERENCE WITH PUBLIC OFFICER,2020-03-29,1,282
555,INTIMIDATION,2020-03-29,1,282
556,MOTOR VEHICLE THEFT,2020-03-29,17,282
557,NARCOTICS,2020-03-29,2,282
558,OFFENSE INVOLVING CHILDREN,2020-03-29,5,282
559,OTHER OFFENSE,2020-03-29,29,282
560,PUBLIC PEACE VIOLATION,2020-03-29,2,282
561,ROBBERY,2020-03-29,23,282
562,SEX OFFENSE,2020-03-29,4,282
563,STALKING,2020-03-29,2,282
564,THEFT,2020-03-29,105,282
565,WEAPONS VIOLATION,2020-03-29,14,282
566,ARSON,2020-03-30,1,439
567,ASSAULT,2020-03-30,41,439
568,BATTERY,2020-03-30,84,439
569,BURGLARY,2020-03-30,15,439
570,CRIMINAL DAMAGE,2020-03-30,69,439
571,CRIMINAL SEXUAL ASSAULT,2020-03-30,1,439
572,CRIMINAL TRESPASS,2020-03-30,10,439
573,DECEPTIVE PRACTICE,2020-03-30,25,439
574,INTERFERENCE WITH PUBLIC OFFICER,2020-03-30,2,439
575,MOTOR VEHICLE THEFT,2020-03-30,18,439
576,NARCOTICS,2020-03-30,5,439
577,OFFENSE INVOLVING CHILDREN,2020-03-30,3,439
578,OTHER OFFENSE,2020-03-30,35,439
579,PUBLIC PEACE VIOLATION,2020-03-30,2,439
580,ROBBERY,2020-03-30,17,439
581,SEX OFFENSE,2020-03-30,3,439
582,THEFT,2020-03-30,98,439
583,WEAPONS VIOLATION,2020-03-30,13,439
584,ARSON,2020-03-31,1,489
585,ASSAULT,2020-03-31,36,489
586,BATTERY,2020-03-31,94,489
587,BURGLARY,2020-03-31,18,489
588,CRIMINAL DAMAGE,2020-03-31,43,489
589,CRIMINAL SEXUAL ASSAULT,2020-03-31,2,489
590,CRIMINAL TRESPASS,2020-03-31,8,489
591,DECEPTIVE PRACTICE,2020-03-31,21,489
592,HOMICIDE,2020-03-31,1,489
593,INTIMIDATION,2020-03-31,2,489
594,MOTOR VEHICLE THEFT,2020-03-31,21,489
595,NARCOTICS,2020-03-31,4,489
596,OBSCENITY,2020-03-31,1,489
597,OFFENSE INVOLVING CHILDREN,2020-03-31,2,489
598,OTHER OFFENSE,2020-03-31,18,489
599,PUBLIC PEACE VIOLATION,2020-03-31,3,489
600,ROBBERY,2020-03-31,14,489
601,SEX OFFENSE,2020-03-31,2,489
602,STALKING,2020-03-31,1,489
603,THEFT,2020-03-31,90,489
604,WEAPONS VIOLATION,2020-03-31,5,489
605,ASSAULT,2020-04-01,41,459
606,BATTERY,2020-04-01,100,459
607,BURGLARY,2020-04-01,22,459
608,CRIMINAL DAMAGE,2020-04-01,59,459
609,CRIMINAL SEXUAL ASSAULT,2020-04-01,4,459
610,CRIMINAL TRESPASS,2020-04-01,9,459
611,DECEPTIVE PRACTICE,2020-04-01,65,459
612,HOMICIDE,2020-04-01,2,459
613,MOTOR VEHICLE THEFT,2020-04-01,29,459
614,NARCOTICS,2020-04-01,1,459
615,OFFENSE INVOLVING CHILDREN,2020-04-01,1,459
616,OTHER OFFENSE,2020-04-01,31,459
617,PUBLIC PEACE VIOLATION,2020-04-01,3,459
618,ROBBERY,2020-04-01,15,459
619,SEX OFFENSE,2020-04-01,5,459
620,STALKING,2020-04-01,2,459
621,THEFT,2020-04-01,101,459
622,WEAPONS VIOLATION,2020-04-01,10,459
623,ARSON,2020-04-02,1,438
624,ASSAULT,2020-04-02,31,438
625,BATTERY,2020-04-02,89,438
626,BURGLARY,2020-04-02,15,438
627,CRIMINAL DAMAGE,2020-04-02,43,438
628,CRIMINAL SEXUAL ASSAULT,2020-04-02,2,438
629,CRIMINAL TRESPASS,2020-04-02,6,438
630,DECEPTIVE PRACTICE,2020-04-02,19,438
631,HOMICIDE,2020-04-02,2,438
632,INTERFERENCE WITH PUBLIC OFFICER,2020-04-02,1,438
633,MOTOR VEHICLE THEFT,2020-04-02,16,438
634,NARCOTICS,2020-04-02,2,438
635,OBSCENITY,2020-04-02,1,438
636,OFFENSE INVOLVING CHILDREN,2020-04-02,3,438
637,OTHER OFFENSE,2020-04-02,20,438
638,ROBBERY,2020-04-02,21,438
639,SEX OFFENSE,2020-04-02,2,438
640,THEFT,2020-04-02,83,438
641,WEAPONS VIOLATION,2020-04-02,14,438
642,ARSON,2020-04-03,3,466
643,ASSAULT,2020-04-03,33,466
644,BATTERY,2020-04-03,120,466
645,BURGLARY,2020-04-03,25,466
646,CRIMINAL DAMAGE,2020-04-03,78,466
647,CRIMINAL SEXUAL ASSAULT,2020-04-03,1,466
648,CRIMINAL TRESPASS,2020-04-03,8,466
649,DECEPTIVE PRACTICE,2020-04-03,28,466
650,HOMICIDE,2020-04-03,1,466
651,INTERFERENCE WITH PUBLIC OFFICER,2020-04-03,1,466
652,MOTOR VEHICLE THEFT,2020-04-03,23,466
653,NARCOTICS,2020-04-03,2,466
654,OFFENSE INVOLVING CHILDREN,2020-04-03,5,466
655,OTHER OFFENSE,2020-04-03,32,466
656,PUBLIC PEACE VIOLATION,2020-04-03,1,466
657,ROBBERY,2020-04-03,15,466
658,SEX OFFENSE,2020-04-03,3,466
659,THEFT,2020-04-03,103,466
660,WEAPONS VIOLATION,2020-04-03,20,466
661,ARSON,2020-04-04,1,326
662,ASSAULT,2020-04-04,49,326
663,BATTERY,2020-04-04,95,326
664,BURGLARY,2020-04-04,13,326
665,CRIMINAL DAMAGE,2020-04-04,69,326
666,CRIMINAL SEXUAL ASSAULT,2020-04-04,2,326
667,CRIMINAL TRESPASS,2020-04-04,9,326
668,DECEPTIVE PRACTICE,2020-04-04,37,326
669,HOMICIDE,2020-04-04,1,326
670,MOTOR VEHICLE THEFT,2020-04-04,17,326
671,NARCOTICS,2020-04-04,5,326
672,OFFENSE INVOLVING CHILDREN,2020-04-04,1,326
673,OTHER OFFENSE,2020-04-04,20,326
674,PUBLIC PEACE VIOLATION,2020-04-04,1,326
675,ROBBERY,2020-04-04,23,326
676,STALKING,2020-04-04,1,326
677,THEFT,2020-04-04,75,326
678,WEAPONS VIOLATION,2020-04-04,23,326
679,ARSON,2020-04-05,2,292
680,ASSAULT,2020-04-05,34,292
681,BATTERY,2020-04-05,100,292
682,BURGLARY,2020-04-05,13,292
683,CRIMINAL DAMAGE,2020-04-05,59,292
684,CRIMINAL SEXUAL ASSAULT,2020-04-05,2,292
685,CRIMINAL TRESPASS,2020-04-05,10,292
686,DECEPTIVE PRACTICE,2020-04-05,16,292
687,HOMICIDE,2020-04-05,3,292
688,MOTOR VEHICLE THEFT,2020-04-05,21,292
689,NARCOTICS,2020-04-05,4,292
690,OFFENSE INVOLVING CHILDREN,2020-04-05,1,292
691,OTHER OFFENSE,2020-04-05,28,292
692,PUBLIC PEACE VIOLATION,2020-04-05,3,292
693,ROBBERY,2020-04-05,19,292
694,SEX OFFENSE,2020-04-05,1,292
695,THEFT,2020-04-05,69,292
696,WEAPONS VIOLATION,2020-04-05,17,292
697,ARSON,2020-04-06,1,583
698,ASSAULT,2020-04-06,28,583
699,BATTERY,2020-04-06,109,583
700,BURGLARY,2020-04-06,21,583
701,CRIMINAL DAMAGE,2020-04-06,60,583
702,CRIMINAL SEXUAL ASSAULT,2020-04-06,1,583
703,CRIMINAL TRESPASS,2020-04-06,7,583
704,DECEPTIVE PRACTICE,2020-04-06,37,583
705,HOMICIDE,2020-04-06,5,583
706,INTERFERENCE WITH PUBLIC OFFICER,2020-04-06,1,583
707,MOTOR VEHICLE THEFT,2020-04-06,26,583
708,NARCOTICS,2020-04-06,5,583
709,OFFENSE INVOLVING CHILDREN,2020-04-06,5,583
710,OTHER OFFENSE,2020-04-06,21,583
711,PUBLIC PEACE VIOLATION,2020-04-06,1,583
712,ROBBERY,2020-04-06,19,583
713,SEX OFFENSE,2020-04-06,2,583
714,STALKING,2020-04-06,1,583
715,THEFT,2020-04-06,80,583
716,WEAPONS VIOLATION,2020-04-06,17,583
717,ASSAULT,2020-04-07,37,555
718,BATTERY,2020-04-07,116,555
719,BURGLARY,2020-04-07,24,555
720,CRIMINAL DAMAGE,2020-04-07,58,555
721,CRIMINAL SEXUAL ASSAULT,2020-04-07,1,555
722,CRIMINAL TRESPASS,2020-04-07,2,555
723,DECEPTIVE PRACTICE,2020-04-07,20,555
724,HOMICIDE,2020-04-07,8,555
725,INTERFERENCE WITH PUBLIC OFFICER,2020-04-07,2,555
726,INTIMIDATION,2020-04-07,1,555
727,MOTOR VEHICLE THEFT,2020-04-07,23,555
728,NARCOTICS,2020-04-07,1,555
729,OFFENSE INVOLVING CHILDREN,2020-04-07,4,555
730,OTHER OFFENSE,2020-04-07,27,555
731,PUBLIC PEACE VIOLATION,2020-04-07,4,555
732,ROBBERY,2020-04-07,14,555
733,SEX OFFENSE,2020-04-07,1,555
734,THEFT,2020-04-07,83,555
735,WEAPONS VIOLATION,2020-04-07,27,555
736,ASSAULT,2020-04-08,47,704
737,BATTERY,2020-04-08,95,704
738,BURGLARY,2020-04-08,15,704
739,CRIMINAL DAMAGE,2020-04-08,68,704
740,CRIMINAL SEXUAL ASSAULT,2020-04-08,4,704
741,CRIMINAL TRESPASS,2020-04-08,9,704
742,DECEPTIVE PRACTICE,2020-04-08,32,704
743,HOMICIDE,2020-04-08,3,704
744,INTERFERENCE WITH PUBLIC OFFICER,2020-04-08,1,704
745,MOTOR VEHICLE THEFT,2020-04-08,28,704
746,NARCOTICS,2020-04-08,7,704
747,OFFENSE INVOLVING CHILDREN,2020-04-08,2,704
748,OTHER OFFENSE,2020-04-08,32,704
749,PUBLIC PEACE VIOLATION,2020-04-08,3,704
750,ROBBERY,2020-04-08,17,704
751,SEX OFFENSE,2020-04-08,2,704
752,THEFT,2020-04-08,61,704
753,WEAPONS VIOLATION,2020-04-08,17,704
754,ASSAULT,2020-04-09,37,577
755,BATTERY,2020-04-09,100,577
756,BURGLARY,2020-04-09,19,577
757,CRIMINAL DAMAGE,2020-04-09,52,577
758,CRIMINAL SEXUAL ASSAULT,2020-04-09,2,577
759,CRIMINAL TRESPASS,2020-04-09,7,577
760,DECEPTIVE PRACTICE,2020-04-09,22,577
761,HOMICIDE,2020-04-09,2,577
762,INTERFERENCE WITH PUBLIC OFFICER,2020-04-09,1,577
763,INTIMIDATION,2020-04-09,1,577
764,MOTOR VEHICLE THEFT,2020-04-09,15,577
765,NARCOTICS,2020-04-09,4,577
766,OFFENSE INVOLVING CHILDREN,2020-04-09,2,577
767,OTHER OFFENSE,2020-04-09,31,577
768,PUBLIC PEACE VIOLATION,2020-04-09,1,577
769,ROBBERY,2020-04-09,17,577
770,SEX OFFENSE,2020-04-09,2,577
771,STALKING,2020-04-09,1,577
772,THEFT,2020-04-09,92,577
773,WEAPONS VIOLATION,2020-04-09,14,577
774,ARSON,2020-04-10,1,571
775,ASSAULT,2020-04-10,48,571
776,BATTERY,2020-04-10,64,571
777,BURGLARY,2020-04-10,23,571
778,CRIMINAL DAMAGE,2020-04-10,52,571
779,CRIMINAL SEXUAL ASSAULT,2020-04-10,3,571
780,CRIMINAL TRESPASS,2020-04-10,8,571
781,DECEPTIVE PRACTICE,2020-04-10,33,571
782,HOMICIDE,2020-04-10,4,571
783,INTERFERENCE WITH PUBLIC OFFICER,2020-04-10,1,571
784,MOTOR VEHICLE THEFT,2020-04-10,23,571
785,NARCOTICS,2020-04-10,10,571
786,OBSCENITY,2020-04-10,1,571
787,OFFENSE INVOLVING CHILDREN,2020-04-10,7,571
788,OTHER OFFENSE,2020-04-10,24,571
789,ROBBERY,2020-04-10,11,571
790,SEX OFFENSE,2020-04-10,4,571
791,THEFT,2020-04-10,81,571
792,WEAPONS VIOLATION,2020-04-10,18,571
793,ASSAULT,2020-04-11,43,398
794,BATTERY,2020-04-11,98,398
795,BURGLARY,2020-04-11,14,398
796,CONCEALED CARRY LICENSE VIOLATION,2020-04-11,1,398
797,CRIMINAL DAMAGE,2020-04-11,80,398
798,CRIMINAL SEXUAL ASSAULT,2020-04-11,2,398
799,CRIMINAL TRESPASS,2020-04-11,6,398
800,DECEPTIVE PRACTICE,2020-04-11,23,398
801,HOMICIDE,2020-04-11,1,398
802,MOTOR VEHICLE THEFT,2020-04-11,16,398
803,NARCOTICS,2020-04-11,6,398
804,OFFENSE INVOLVING CHILDREN,2020-04-11,7,398
805,OTHER OFFENSE,2020-04-11,23,398
806,ROBBERY,2020-04-11,14,398
807,THEFT,2020-04-11,88,398
808,WEAPONS VIOLATION,2020-04-11,21,398
809,ASSAULT,2020-04-12,31,341
810,BATTERY,2020-04-12,80,341
811,BURGLARY,2020-04-12,12,341
812,CRIMINAL DAMAGE,2020-04-12,73,341
813,CRIMINAL SEXUAL ASSAULT,2020-04-12,2,341
814,CRIMINAL TRESPASS,2020-04-12,10,341
815,DECEPTIVE PRACTICE,2020-04-12,15,341
816,MOTOR VEHICLE THEFT,2020-04-12,17,341
817,NARCOTICS,2020-04-12,7,341
818,OFFENSE INVOLVING CHILDREN,2020-04-12,7,341
819,OTHER OFFENSE,2020-04-12,21,341
820,PUBLIC PEACE VIOLATION,2020-04-12,1,341
821,ROBBERY,2020-04-12,18,341
822,SEX OFFENSE,2020-04-12,2,341
823,THEFT,2020-04-12,70,341
824,WEAPONS VIOLATION,2020-04-12,14,341
825,ARSON,2020-04-13,1,692
826,ASSAULT,2020-04-13,33,692
827,BATTERY,2020-04-13,84,692
828,BURGLARY,2020-04-13,13,692
829,CRIMINAL DAMAGE,2020-04-13,65,692
830,CRIMINAL SEXUAL ASSAULT,2020-04-13,1,692
831,CRIMINAL TRESPASS,2020-04-13,7,692
832,DECEPTIVE PRACTICE,2020-04-13,22,692
833,HOMICIDE,2020-04-13,2,692
834,INTERFERENCE WITH PUBLIC OFFICER,2020-04-13,1,692
835,MOTOR VEHICLE THEFT,2020-04-13,21,692
836,NARCOTICS,2020-04-13,4,692
837,OFFENSE INVOLVING CHILDREN,2020-04-13,6,692
838,OTHER OFFENSE,2020-04-13,21,692
839,PUBLIC PEACE VIOLATION,2020-04-13,1,692
840,ROBBERY,2020-04-13,16,692
841,SEX OFFENSE,2020-04-13,3,692
842,THEFT,2020-04-13,81,692
843,WEAPONS VIOLATION,2020-04-13,12,692
844,ARSON,2020-04-14,4,663
845,ASSAULT,2020-04-14,38,663
846,BATTERY,2020-04-14,53,663
847,BURGLARY,2020-04-14,19,663
848,CRIMINAL DAMAGE,2020-04-14,55,663
849,CRIMINAL SEXUAL ASSAULT,2020-04-14,2,663
850,CRIMINAL TRESPASS,2020-04-14,7,663
851,DECEPTIVE PRACTICE,2020-04-14,19,663
852,HOMICIDE,2020-04-14,2,663
853,INTIMIDATION,2020-04-14,1,663
854,MOTOR VEHICLE THEFT,2020-04-14,20,663
855,NARCOTICS,2020-04-14,3,663
856,OFFENSE INVOLVING CHILDREN,2020-04-14,4,663
857,OTHER OFFENSE,2020-04-14,30,663
858,PUBLIC PEACE VIOLATION,2020-04-14,1,663
859,ROBBERY,2020-04-14,13,663
860,SEX OFFENSE,2020-04-14,2,663
861,THEFT,2020-04-14,80,663
862,WEAPONS VIOLATION,2020-04-14,9,663
863,ARSON,2020-04-15,2,629
864,ASSAULT,2020-04-15,31,629
865,BATTERY,2020-04-15,84,629
866,BURGLARY,2020-04-15,17,629
867,CRIMINAL DAMAGE,2020-04-15,43,629
868,CRIMINAL SEXUAL ASSAULT,2020-04-15,3,629
869,CRIMINAL TRESPASS,2020-04-15,7,629
870,DECEPTIVE PRACTICE,2020-04-15,50,629
871,INTERFERENCE WITH PUBLIC OFFICER,2020-04-15,1,629
872,MOTOR VEHICLE THEFT,2020-04-15,20,629
873,NARCOTICS,2020-04-15,10,629
874,OFFENSE INVOLVING CHILDREN,2020-04-15,5,629
875,OTHER OFFENSE,2020-04-15,21,629
876,ROBBERY,2020-04-15,6,629
877,STALKING,2020-04-15,1,629
878,THEFT,2020-04-15,94,629
879,WEAPONS VIOLATION,2020-04-15,10,629
880,ARSON,2020-04-16,1,680
881,ASSAULT,2020-04-16,39,680
882,BATTERY,2020-04-16,84,680
883,BURGLARY,2020-04-16,15,680
884,CRIMINAL DAMAGE,2020-04-16,65,680
885,CRIMINAL SEXUAL ASSAULT,2020-04-16,1,680
886,CRIMINAL TRESPASS,2020-04-16,10,680
887,DECEPTIVE PRACTICE,2020-04-16,36,680
888,HOMICIDE,2020-04-16,3,680
889,MOTOR VEHICLE THEFT,2020-04-16,24,680
890,NARCOTICS,2020-04-16,8,680
891,OBSCENITY,2020-04-16,1,680
892,OFFENSE INVOLVING CHILDREN,2020-04-16,2,680
893,OTHER OFFENSE,2020-04-16,13,680
894,PUBLIC PEACE VIOLATION,2020-04-16,1,680
895,ROBBERY,2020-04-16,12,680
896,SEX OFFENSE,2020-04-16,1,680
897,THEFT,2020-04-16,70,680
898,WEAPONS VIOLATION,2020-04-16,15,680
899,ARSON,2020-04-17,1,773
900,ASSAULT,2020-04-17,38,773
901,BATTERY,2020-04-17,76,773
902,BURGLARY,2020-04-17,15,773
903,CRIMINAL DAMAGE,2020-04-17,52,773
904,CRIMINAL SEXUAL ASSAULT,2020-04-17,1,773
905,CRIMINAL TRESPASS,2020-04-17,13,773
906,DECEPTIVE PRACTICE,2020-04-17,42,773
907,MOTOR VEHICLE THEFT,2020-04-17,21,773
908,NARCOTICS,2020-04-17,8,773
909,OFFENSE INVOLVING CHILDREN,2020-04-17,7,773
910,OTHER OFFENSE,2020-04-17,24,773
911,PROSTITUTION,2020-04-17,1,773
912,PUBLIC PEACE VIOLATION,2020-04-17,1,773
913,ROBBERY,2020-04-17,23,773
914,STALKING,2020-04-17,2,773
915,THEFT,2020-04-17,83,773
916,WEAPONS VIOLATION,2020-04-17,14,773
917,ARSON,2020-04-18,1,535
918,ASSAULT,2020-04-18,43,535
919,BATTERY,2020-04-18,103,535
920,BURGLARY,2020-04-18,24,535
921,CONCEALED CARRY LICENSE VIOLATION,2020-04-18,1,535
922,CRIMINAL DAMAGE,2020-04-18,69,535
923,CRIMINAL SEXUAL ASSAULT,2020-04-18,5,535
924,CRIMINAL TRESPASS,2020-04-18,6,535
925,DECEPTIVE PRACTICE,2020-04-18,32,535
926,MOTOR VEHICLE THEFT,2020-04-18,14,535
927,NARCOTICS,2020-04-18,3,535
928,OFFENSE INVOLVING CHILDREN,2020-04-18,5,535
929,OTHER OFFENSE,2020-04-18,27,535
930,PUBLIC PEACE VIOLATION,2020-04-18,2,535
931,ROBBERY,2020-04-18,16,535
932,THEFT,2020-04-18,79,535
933,WEAPONS VIOLATION,2020-04-18,27,535
934,ARSON,2020-04-19,1,459
935,ASSAULT,2020-04-19,35,459
936,BATTERY,2020-04-19,86,459
937,BURGLARY,2020-04-19,15,459
938,CRIMINAL DAMAGE,2020-04-19,48,459
939,CRIMINAL TRESPASS,2020-04-19,5,459
940,DECEPTIVE PRACTICE,2020-04-19,18,459
941,HOMICIDE,2020-04-19,4,459
942,INTERFERENCE WITH PUBLIC OFFICER,2020-04-19,1,459
943,MOTOR VEHICLE THEFT,2020-04-19,11,459
944,NARCOTICS,2020-04-19,4,459
945,OFFENSE INVOLVING CHILDREN,2020-04-19,2,459
946,OTHER OFFENSE,2020-04-19,23,459
947,PUBLIC PEACE VIOLATION,2020-04-19,2,459
948,ROBBERY,2020-04-19,9,459
949,SEX OFFENSE,2020-04-19,1,459
950,THEFT,2020-04-19,59,459
951,WEAPONS VIOLATION,2020-04-19,15,459
952,ARSON,2020-04-20,1,989
953,ASSAULT,2020-04-20,37,989
954,BATTERY,2020-04-20,94,989
955,BURGLARY,2020-04-20,23,989
956,CONCEALED CARRY LICENSE VIOLATION,2020-04-20,2,989
957,CRIMINAL DAMAGE,2020-04-20,67,989
958,CRIMINAL SEXUAL ASSAULT,2020-04-20,3,989
959,CRIMINAL TRESPASS,2020-04-20,7,989
960,DECEPTIVE PRACTICE,2020-04-20,45,989
961,HOMICIDE,2020-04-20,5,989
962,LIQUOR LAW VIOLATION,2020-04-20,1,989
963,MOTOR VEHICLE THEFT,2020-04-20,22,989
964,NARCOTICS,2020-04-20,11,989
965,OFFENSE INVOLVING CHILDREN,2020-04-20,10,989
966,OTHER OFFENSE,2020-04-20,32,989
967,PUBLIC PEACE VIOLATION,2020-04-20,2,989
968,ROBBERY,2020-04-20,16,989
969,SEX OFFENSE,2020-04-20,6,989
970,THEFT,2020-04-20,92,989
971,WEAPONS VIOLATION,2020-04-20,18,989
972,ARSON,2020-04-21,2,870
973,ASSAULT,2020-04-21,31,870
974,BATTERY,2020-04-21,92,870
975,BURGLARY,2020-04-21,9,870
976,CONCEALED CARRY LICENSE VIOLATION,2020-04-21,1,870
977,CRIMINAL DAMAGE,2020-04-21,51,870
978,CRIMINAL SEXUAL ASSAULT,2020-04-21,1,870
979,CRIMINAL TRESPASS,2020-04-21,9,870
980,DECEPTIVE PRACTICE,2020-04-21,38,870
981,HOMICIDE,2020-04-21,3,870
982,MOTOR VEHICLE THEFT,2020-04-21,22,870
983,NARCOTICS,2020-04-21,7,870
984,OFFENSE INVOLVING CHILDREN,2020-04-21,4,870
985,OTHER OFFENSE,2020-04-21,29,870
986,PUBLIC PEACE VIOLATION,2020-04-21,1,870
987,ROBBERY,2020-04-21,17,870
988,SEX OFFENSE,2020-04-21,5,870
989,THEFT,2020-04-21,82,870
990,WEAPONS VIOLATION,2020-04-21,10,870
991,ASSAULT,2020-04-22,35,1054
992,BATTERY,2020-04-22,82,1054
993,BURGLARY,2020-04-22,14,1054
994,CRIMINAL DAMAGE,2020-04-22,48,1054
