, PRIMARY DESCRIPTION,Date,Counts
4663,HOMICIDE,2020-10-15,5
5126,INTERFERENCE WITH PUBLIC OFFICER,2020-10-15,3
7136,INTIMIDATION,2020-10-15,1
1774,MOTOR VEHICLE THEFT,2020-10-15,39
3125,NARCOTICS,2020-10-15,21
4248,OFFENSE INVOLVING CHILDREN,2020-10-15,8
1521,OTHER OFFENSE,2020-10-15,45
6670,PUBLIC PEACE VIOLATION,2020-10-15,1
2350,ROBBERY,2020-10-15,29
4464,SEX OFFENSE,2020-10-15,6
197,THEFT,2020-10-15,125
2141,WEAPONS VIOLATION,2020-10-15,32
6237,ARSON,2020-10-16,1
1554,ASSAULT,2020-10-16,44
549,BATTERY,2020-10-16,95
2566,BURGLARY,2020-10-16,26
7038,CONCEALED CARRY LICENSE VIOLATION,2020-10-16,1
948,CRIMINAL DAMAGE,2020-10-16,68
4920,CRIMINAL SEXUAL ASSAULT,2020-10-16,4
3892,CRIMINAL TRESPASS,2020-10-16,13
1129,DECEPTIVE PRACTICE,2020-10-16,59
5979,HOMICIDE,2020-10-16,2
5715,KIDNAPPING,2020-10-16,2
2124,MOTOR VEHICLE THEFT,2020-10-16,32
3248,NARCOTICS,2020-10-16,20
6329,OBSCENITY,2020-10-16,1
4366,OFFENSE INVOLVING CHILDREN,2020-10-16,7
2644,OTHER OFFENSE,2020-10-16,26
6671,PUBLIC PEACE VIOLATION,2020-10-16,1
3184,ROBBERY,2020-10-16,20
4999,SEX OFFENSE,2020-10-16,4
436,THEFT,2020-10-16,104
1813,WEAPONS VIOLATION,2020-10-16,38
5964,ARSON,2020-10-17,2
1447,ASSAULT,2020-10-17,48
118,BATTERY,2020-10-17,136
3302,BURGLARY,2020-10-17,19
7039,CONCEALED CARRY LICENSE VIOLATION,2020-10-17,1
1024,CRIMINAL DAMAGE,2020-10-17,65
4471,CRIMINAL SEXUAL ASSAULT,2020-10-17,6
4074,CRIMINAL TRESPASS,2020-10-17,10
1524,DECEPTIVE PRACTICE,2020-10-17,45
4666,HOMICIDE,2020-10-17,5
5131,INTERFERENCE WITH PUBLIC OFFICER,2020-10-17,3
7137,INTIMIDATION,2020-10-17,1
5179,LIQUOR LAW VIOLATION,2020-10-17,3
1890,MOTOR VEHICLE THEFT,2020-10-17,36
3459,NARCOTICS,2020-10-17,18
5450,OFFENSE INVOLVING CHILDREN,2020-10-17,3
2681,OTHER OFFENSE,2020-10-17,25
6672,PUBLIC PEACE VIOLATION,2020-10-17,1
3276,ROBBERY,2020-10-17,19
121,THEFT,2020-10-17,135
2138,WEAPONS VIOLATION,2020-10-17,32
5216,ARSON,2020-10-18,3
1617,ASSAULT,2020-10-18,43
303,BATTERY,2020-10-18,114
2839,BURGLARY,2020-10-18,24
7040,CONCEALED CARRY LICENSE VIOLATION,2020-10-18,1
1163,CRIMINAL DAMAGE,2020-10-18,58
5542,CRIMINAL SEXUAL ASSAULT,2020-10-18,2
4267,CRIMINAL TRESPASS,2020-10-18,8
782,DECEPTIVE PRACTICE,2020-10-18,79
5077,HOMICIDE,2020-10-18,4
5650,INTERFERENCE WITH PUBLIC OFFICER,2020-10-18,2
2572,MOTOR VEHICLE THEFT,2020-10-18,26
3121,NARCOTICS,2020-10-18,21
4740,OFFENSE INVOLVING CHILDREN,2020-10-18,5
2255,OTHER OFFENSE,2020-10-18,31
5349,PUBLIC PEACE VIOLATION,2020-10-18,3
2671,ROBBERY,2020-10-18,25
5261,SEX OFFENSE,2020-10-18,3
683,THEFT,2020-10-18,84
3319,WEAPONS VIOLATION,2020-10-18,19
1828,ASSAULT,2020-10-19,38
644,BATTERY,2020-10-19,87
2840,BURGLARY,2020-10-19,24
7041,CONCEALED CARRY LICENSE VIOLATION,2020-10-19,1
1042,CRIMINAL DAMAGE,2020-10-19,64
4757,CRIMINAL SEXUAL ASSAULT,2020-10-19,5
4469,CRIMINAL TRESPASS,2020-10-19,6
895,DECEPTIVE PRACTICE,2020-10-19,71
7238,HOMICIDE,2020-10-19,1
5132,INTERFERENCE WITH PUBLIC OFFICER,2020-10-19,3
7138,INTIMIDATION,2020-10-19,1
3106,MOTOR VEHICLE THEFT,2020-10-19,21
3689,NARCOTICS,2020-10-19,15
5766,OFFENSE INVOLVING CHILDREN,2020-10-19,2
2148,OTHER OFFENSE,2020-10-19,32
6013,PUBLIC PEACE VIOLATION,2020-10-19,2
2558,ROBBERY,2020-10-19,27
5262,SEX OFFENSE,2020-10-19,3
364,THEFT,2020-10-19,109
4153,WEAPONS VIOLATION,2020-10-19,10
1525,ASSAULT,2020-10-20,45
681,BATTERY,2020-10-20,85
3399,BURGLARY,2020-10-20,18
1634,CRIMINAL DAMAGE,2020-10-20,42
5508,CRIMINAL SEXUAL ASSAULT,2020-10-20,3
4249,CRIMINAL TRESPASS,2020-10-20,8
602,DECEPTIVE PRACTICE,2020-10-20,91
7289,INTERFERENCE WITH PUBLIC OFFICER,2020-10-20,1
7139,INTIMIDATION,2020-10-20,1
2256,MOTOR VEHICLE THEFT,2020-10-20,31
3247,NARCOTICS,2020-10-20,20
5451,OFFENSE INVOLVING CHILDREN,2020-10-20,3
1759,OTHER OFFENSE,2020-10-20,39
6017,PUBLIC PEACE VIOLATION,2020-10-20,2
2669,ROBBERY,2020-10-20,25
4770,SEX OFFENSE,2020-10-20,5
486,THEFT,2020-10-20,100
2988,WEAPONS VIOLATION,2020-10-20,22
5026,ARSON,2020-10-21,4
1298,ASSAULT,2020-10-21,53
590,BATTERY,2020-10-21,91
3436,BURGLARY,2020-10-21,18
1117,CRIMINAL DAMAGE,2020-10-21,60
4253,CRIMINAL TRESPASS,2020-10-21,8
811,DECEPTIVE PRACTICE,2020-10-21,76
7239,HOMICIDE,2020-10-21,1
5637,INTERFERENCE WITH PUBLIC OFFICER,2020-10-21,2
5807,INTIMIDATION,2020-10-21,2
6488,LIQUOR LAW VIOLATION,2020-10-21,1
1767,MOTOR VEHICLE THEFT,2020-10-21,39
2659,NARCOTICS,2020-10-21,26
6296,OFFENSE INVOLVING CHILDREN,2020-10-21,1
1859,OTHER OFFENSE,2020-10-21,37
5351,PUBLIC PEACE VIOLATION,2020-10-21,3
2796,ROBBERY,2020-10-21,24
6752,SEX OFFENSE,2020-10-21,1
6660,STALKING,2020-10-21,1
445,THEFT,2020-10-21,103
2540,WEAPONS VIOLATION,2020-10-21,27
5936,ARSON,2020-10-22,2
1299,ASSAULT,2020-10-22,53
267,BATTERY,2020-10-22,117
3170,BURGLARY,2020-10-22,20
7042,CONCEALED CARRY LICENSE VIOLATION,2020-10-22,1
1300,CRIMINAL DAMAGE,2020-10-22,53
6859,CRIMINAL SEXUAL ASSAULT,2020-10-22,1
4218,CRIMINAL TRESPASS,2020-10-22,9
767,DECEPTIVE PRACTICE,2020-10-22,80
5978,HOMICIDE,2020-10-22,2
7290,INTERFERENCE WITH PUBLIC OFFICER,2020-10-22,1
7140,INTIMIDATION,2020-10-22,1
2570,MOTOR VEHICLE THEFT,2020-10-22,26
3206,NARCOTICS,2020-10-22,20
5452,OFFENSE INVOLVING CHILDREN,2020-10-22,3
1729,OTHER OFFENSE,2020-10-22,40
5464,PUBLIC PEACE VIOLATION,2020-10-22,3
2666,ROBBERY,2020-10-22,25
6753,SEX OFFENSE,2020-10-22,1
6661,STALKING,2020-10-22,1
291,THEFT,2020-10-22,115
2605,WEAPONS VIOLATION,2020-10-22,26
1728,ASSAULT,2020-10-23,40
548,BATTERY,2020-10-23,95
3169,BURGLARY,2020-10-23,20
901,CRIMINAL DAMAGE,2020-10-23,71
4448,CRIMINAL SEXUAL ASSAULT,2020-10-23,6
4071,CRIMINAL TRESPASS,2020-10-23,10
986,DECEPTIVE PRACTICE,2020-10-23,66
5581,INTERFERENCE WITH PUBLIC OFFICER,2020-10-23,2
7141,INTIMIDATION,2020-10-23,1
2125,MOTOR VEHICLE THEFT,2020-10-23,32
2958,NARCOTICS,2020-10-23,23
5453,OFFENSE INVOLVING CHILDREN,2020-10-23,3
1730,OTHER OFFENSE,2020-10-23,40
4594,PUBLIC PEACE VIOLATION,2020-10-23,5
2637,ROBBERY,2020-10-23,26
6754,SEX OFFENSE,2020-10-23,1
338,THEFT,2020-10-23,111
2755,WEAPONS VIOLATION,2020-10-23,24
6167,ARSON,2020-10-24,1
1456,ASSAULT,2020-10-24,48
233,BATTERY,2020-10-24,120
2512,BURGLARY,2020-10-24,27
864,CRIMINAL DAMAGE,2020-10-24,73
4987,CRIMINAL SEXUAL ASSAULT,2020-10-24,4
4029,CRIMINAL TRESPASS,2020-10-24,11
2050,DECEPTIVE PRACTICE,2020-10-24,33
5069,HOMICIDE,2020-10-24,4
5642,INTERFERENCE WITH PUBLIC OFFICER,2020-10-24,2
2713,MOTOR VEHICLE THEFT,2020-10-24,25
3819,NARCOTICS,2020-10-24,14
6330,OBSCENITY,2020-10-24,1
4842,OFFENSE INVOLVING CHILDREN,2020-10-24,4
2424,OTHER OFFENSE,2020-10-24,28
6051,PUBLIC PEACE VIOLATION,2020-10-24,2
2797,ROBBERY,2020-10-24,24
5162,SEX OFFENSE,2020-10-24,3
5792,STALKING,2020-10-24,2
614,THEFT,2020-10-24,90
2146,WEAPONS VIOLATION,2020-10-24,32
5074,ARSON,2020-10-25,4
1208,ASSAULT,2020-10-25,56
208,BATTERY,2020-10-25,123
3505,BURGLARY,2020-10-25,17
832,CRIMINAL DAMAGE,2020-10-25,75
6860,CRIMINAL SEXUAL ASSAULT,2020-10-25,1
3734,CRIMINAL TRESPASS,2020-10-25,15
510,DECEPTIVE PRACTICE,2020-10-25,98
6830,GAMBLING,2020-10-25,1
5971,HOMICIDE,2020-10-25,2
5627,INTERFERENCE WITH PUBLIC OFFICER,2020-10-25,2
5716,KIDNAPPING,2020-10-25,2
2287,MOTOR VEHICLE THEFT,2020-10-25,30
3525,NARCOTICS,2020-10-25,17
4548,OFFENSE INVOLVING CHILDREN,2020-10-25,6
2244,OTHER OFFENSE,2020-10-25,31
6392,PROSTITUTION,2020-10-25,1
5308,PUBLIC PEACE VIOLATION,2020-10-25,3
2941,ROBBERY,2020-10-25,23
5201,SEX OFFENSE,2020-10-25,3
4805,STALKING,2020-10-25,4
539,THEFT,2020-10-25,95
2073,WEAPONS VIOLATION,2020-10-25,33
1463,ASSAULT,2020-10-26,47
461,BATTERY,2020-10-26,102
3503,BURGLARY,2020-10-26,17
7043,CONCEALED CARRY LICENSE VIOLATION,2020-10-26,1
1225,CRIMINAL DAMAGE,2020-10-26,55
5502,CRIMINAL SEXUAL ASSAULT,2020-10-26,3
4297,CRIMINAL TRESPASS,2020-10-26,8
722,DECEPTIVE PRACTICE,2020-10-26,82
5582,INTERFERENCE WITH PUBLIC OFFICER,2020-10-26,2
7142,INTIMIDATION,2020-10-26,1
2239,MOTOR VEHICLE THEFT,2020-10-26,31
3449,NARCOTICS,2020-10-26,18
4743,OFFENSE INVOLVING CHILDREN,2020-10-26,5
2323,OTHER OFFENSE,2020-10-26,30
5671,PUBLIC PEACE VIOLATION,2020-10-26,2
2798,ROBBERY,2020-10-26,24
6066,SEX OFFENSE,2020-10-26,2
573,THEFT,2020-10-26,93
2896,WEAPONS VIOLATION,2020-10-26,23
5234,ARSON,2020-10-27,3
1869,ASSAULT,2020-10-27,37
792,BATTERY,2020-10-27,78
3500,BURGLARY,2020-10-27,17
1023,CRIMINAL DAMAGE,2020-10-27,65
5539,CRIMINAL SEXUAL ASSAULT,2020-10-27,2
4497,CRIMINAL TRESPASS,2020-10-27,6
828,DECEPTIVE PRACTICE,2020-10-27,75
7240,HOMICIDE,2020-10-27,1
7291,INTERFERENCE WITH PUBLIC OFFICER,2020-10-27,1
2431,MOTOR VEHICLE THEFT,2020-10-27,28
3526,NARCOTICS,2020-10-27,17
6331,OBSCENITY,2020-10-27,1
4744,OFFENSE INVOLVING CHILDREN,2020-10-27,5
2322,OTHER OFFENSE,2020-10-27,30
6673,PUBLIC PEACE VIOLATION,2020-10-27,1
3160,ROBBERY,2020-10-27,20
5144,SEX OFFENSE,2020-10-27,3
497,THEFT,2020-10-27,99
2569,WEAPONS VIOLATION,2020-10-27,26
1963,ASSAULT,2020-10-28,35
673,BATTERY,2020-10-28,85
2577,BURGLARY,2020-10-28,26
7044,CONCEALED CARRY LICENSE VIOLATION,2020-10-28,1
1134,CRIMINAL DAMAGE,2020-10-28,59
6861,CRIMINAL SEXUAL ASSAULT,2020-10-28,1
3730,CRIMINAL TRESPASS,2020-10-28,15
806,DECEPTIVE PRACTICE,2020-10-28,77
6000,HOMICIDE,2020-10-28,2
7292,INTERFERENCE WITH PUBLIC OFFICER,2020-10-28,1
5727,KIDNAPPING,2020-10-28,2
2214,MOTOR VEHICLE THEFT,2020-10-28,31
2627,NARCOTICS,2020-10-28,26
6332,OBSCENITY,2020-10-28,1
4745,OFFENSE INVOLVING CHILDREN,2020-10-28,5
2969,OTHER OFFENSE,2020-10-28,22
6674,PUBLIC PEACE VIOLATION,2020-10-28,1
2697,ROBBERY,2020-10-28,25
6755,SEX OFFENSE,2020-10-28,1
6662,STALKING,2020-10-28,1
468,THEFT,2020-10-28,101
2768,WEAPONS VIOLATION,2020-10-28,24
4450,ARSON,2020-10-29,6
1640,ASSAULT,2020-10-29,42
489,BATTERY,2020-10-29,100
3695,BURGLARY,2020-10-29,15
969,CRIMINAL DAMAGE,2020-10-29,67
4783,CRIMINAL SEXUAL ASSAULT,2020-10-29,5
3891,CRIMINAL TRESPASS,2020-10-29,13
679,DECEPTIVE PRACTICE,2020-10-29,85
5079,HOMICIDE,2020-10-29,4
5137,INTERFERENCE WITH PUBLIC OFFICER,2020-10-29,3
7143,INTIMIDATION,2020-10-29,1
2122,MOTOR VEHICLE THEFT,2020-10-29,32
3174,NARCOTICS,2020-10-29,20
5445,OFFENSE INVOLVING CHILDREN,2020-10-29,3
1747,OTHER OFFENSE,2020-10-29,39
6339,PUBLIC INDECENCY,2020-10-29,1
6043,PUBLIC PEACE VIOLATION,2020-10-29,2
2293,ROBBERY,2020-10-29,30
5145,SEX OFFENSE,2020-10-29,3
6663,STALKING,2020-10-29,1
677,THEFT,2020-10-29,85
2914,WEAPONS VIOLATION,2020-10-29,23
6021,ARSON,2020-10-30,2
1537,ASSAULT,2020-10-30,45
333,BATTERY,2020-10-30,112
2579,BURGLARY,2020-10-30,26
1072,CRIMINAL DAMAGE,2020-10-30,62
5572,CRIMINAL SEXUAL ASSAULT,2020-10-30,2
3498,CRIMINAL TRESPASS,2020-10-30,17
835,DECEPTIVE PRACTICE,2020-10-30,75
7241,HOMICIDE,2020-10-30,1
6489,LIQUOR LAW VIOLATION,2020-10-30,1
1891,MOTOR VEHICLE THEFT,2020-10-30,36
3446,NARCOTICS,2020-10-30,18
6333,OBSCENITY,2020-10-30,1
4093,OFFENSE INVOLVING CHILDREN,2020-10-30,10
2765,OTHER OFFENSE,2020-10-30,24
6134,PUBLIC PEACE VIOLATION,2020-10-30,2
2476,ROBBERY,2020-10-30,28
6072,SEX OFFENSE,2020-10-30,2
6664,STALKING,2020-10-30,1
319,THEFT,2020-10-30,113
1979,WEAPONS VIOLATION,2020-10-30,35
6052,ARSON,2020-10-31,2
1274,ASSAULT,2020-10-31,54
111,BATTERY,2020-10-31,136
3330,BURGLARY,2020-10-31,19
5586,CONCEALED CARRY LICENSE VIOLATION,2020-10-31,2
763,CRIMINAL DAMAGE,2020-10-31,80
5492,CRIMINAL SEXUAL ASSAULT,2020-10-31,3
4193,CRIMINAL TRESPASS,2020-10-31,9
1316,DECEPTIVE PRACTICE,2020-10-31,52
5023,HOMICIDE,2020-10-31,4
7293,INTERFERENCE WITH PUBLIC OFFICER,2020-10-31,1
1898,MOTOR VEHICLE THEFT,2020-10-31,36
3962,NARCOTICS,2020-10-31,12
6304,OBSCENITY,2020-10-31,1
4803,OFFENSE INVOLVING CHILDREN,2020-10-31,4
2119,OTHER OFFENSE,2020-10-31,32
6132,PUBLIC PEACE VIOLATION,2020-10-31,2
2542,ROBBERY,2020-10-31,27
6073,SEX OFFENSE,2020-10-31,2
6635,STALKING,2020-10-31,1
391,THEFT,2020-10-31,107
2230,WEAPONS VIOLATION,2020-10-31,31
5090,ARSON,2020-11-01,3
1312,ASSAULT,2020-11-01,52
113,BATTERY,2020-11-01,136
3172,BURGLARY,2020-11-01,20
780,CRIMINAL DAMAGE,2020-11-01,79
4411,CRIMINAL SEXUAL ASSAULT,2020-11-01,7
4067,CRIMINAL TRESPASS,2020-11-01,10
798,DECEPTIVE PRACTICE,2020-11-01,77
5533,INTERFERENCE WITH PUBLIC OFFICER,2020-11-01,2
2061,MOTOR VEHICLE THEFT,2020-11-01,33
3912,NARCOTICS,2020-11-01,13
5454,OFFENSE INVOLVING CHILDREN,2020-11-01,3
2024,OTHER OFFENSE,2020-11-01,34
6675,PUBLIC PEACE VIOLATION,2020-11-01,1
2473,ROBBERY,2020-11-01,28
6074,SEX OFFENSE,2020-11-01,2
6633,STALKING,2020-11-01,1
514,THEFT,2020-11-01,98
2232,WEAPONS VIOLATION,2020-11-01,31
1565,ASSAULT,2020-11-02,44
650,BATTERY,2020-11-02,87
2249,BURGLARY,2020-11-02,31
5585,CONCEALED CARRY LICENSE VIOLATION,2020-11-02,2
1189,CRIMINAL DAMAGE,2020-11-02,57
5535,CRIMINAL SEXUAL ASSAULT,2020-11-02,2
4010,CRIMINAL TRESPASS,2020-11-02,11
261,DECEPTIVE PRACTICE,2020-11-02,118
6864,GAMBLING,2020-11-02,1
7242,HOMICIDE,2020-11-02,1
7263,INTERFERENCE WITH PUBLIC OFFICER,2020-11-02,1
7144,INTIMIDATION,2020-11-02,1
6421,KIDNAPPING,2020-11-02,1
1795,MOTOR VEHICLE THEFT,2020-11-02,38
3676,NARCOTICS,2020-11-02,15
6303,OBSCENITY,2020-11-02,1
4572,OFFENSE INVOLVING CHILDREN,2020-11-02,6
1960,OTHER OFFENSE,2020-11-02,35
6676,PUBLIC PEACE VIOLATION,2020-11-02,1
2472,ROBBERY,2020-11-02,28
6756,SEX OFFENSE,2020-11-02,1
6602,STALKING,2020-11-02,1
665,THEFT,2020-11-02,86
2977,WEAPONS VIOLATION,2020-11-02,22
5622,ARSON,2020-11-03,2
1341,ASSAULT,2020-11-03,51
451,BATTERY,2020-11-03,103
2991,BURGLARY,2020-11-03,22
5584,CONCEALED CARRY LICENSE VIOLATION,2020-11-03,2
884,CRIMINAL DAMAGE,2020-11-03,72
6862,CRIMINAL SEXUAL ASSAULT,2020-11-03,1
3502,CRIMINAL TRESPASS,2020-11-03,17
615,DECEPTIVE PRACTICE,2020-11-03,90
5997,HOMICIDE,2020-11-03,2
5139,INTERFERENCE WITH PUBLIC OFFICER,2020-11-03,3
2069,MOTOR VEHICLE THEFT,2020-11-03,33
3913,NARCOTICS,2020-11-03,13
5844,OFFENSE INVOLVING CHILDREN,2020-11-03,2
1958,OTHER OFFENSE,2020-11-03,35
4586,PUBLIC PEACE VIOLATION,2020-11-03,5
2403,ROBBERY,2020-11-03,29
4779,SEX OFFENSE,2020-11-03,5
492,THEFT,2020-11-03,99
2894,WEAPONS VIOLATION,2020-11-03,23
6202,ARSON,2020-11-04,1
1448,ASSAULT,2020-11-04,48
238,BATTERY,2020-11-04,120
3115,BURGLARY,2020-11-04,21
7045,CONCEALED CARRY LICENSE VIOLATION,2020-11-04,1
967,CRIMINAL DAMAGE,2020-11-04,67
5501,CRIMINAL SEXUAL ASSAULT,2020-11-04,3
3729,CRIMINAL TRESPASS,2020-11-04,15
327,DECEPTIVE PRACTICE,2020-11-04,112
6865,GAMBLING,2020-11-04,1
5357,HOMICIDE,2020-11-04,3
7197,INTERFERENCE WITH PUBLIC OFFICER,2020-11-04,1
2099,MOTOR VEHICLE THEFT,2020-11-04,32
3815,NARCOTICS,2020-11-04,14
4795,OFFENSE INVOLVING CHILDREN,2020-11-04,4
2705,OTHER OFFENSE,2020-11-04,25
5854,PUBLIC PEACE VIOLATION,2020-11-04,2
2110,ROBBERY,2020-11-04,32
5146,SEX OFFENSE,2020-11-04,3
5764,STALKING,2020-11-04,2
348,THEFT,2020-11-04,110
2076,WEAPONS VIOLATION,2020-11-04,33
6178,ARSON,2020-11-05,1
1278,ASSAULT,2020-11-05,54
353,BATTERY,2020-11-05,110
3313,BURGLARY,2020-11-05,19
960,CRIMINAL DAMAGE,2020-11-05,68
6863,CRIMINAL SEXUAL ASSAULT,2020-11-05,1
4039,CRIMINAL TRESPASS,2020-11-05,11
488,DECEPTIVE PRACTICE,2020-11-05,100
5021,HOMICIDE,2020-11-05,4
6422,KIDNAPPING,2020-11-05,1
1965,MOTOR VEHICLE THEFT,2020-11-05,35
3133,NARCOTICS,2020-11-05,21
4575,OFFENSE INVOLVING CHILDREN,2020-11-05,6
1955,OTHER OFFENSE,2020-11-05,35
2616,ROBBERY,2020-11-05,26
6078,SEX OFFENSE,2020-11-05,2
6632,STALKING,2020-11-05,1
361,THEFT,2020-11-05,109
1953,WEAPONS VIOLATION,2020-11-05,35
6180,ARSON,2020-11-06,1
1215,ASSAULT,2020-11-06,56
264,BATTERY,2020-11-06,117
2564,BURGLARY,2020-11-06,26
891,CRIMINAL DAMAGE,2020-11-06,71
6834,CRIMINAL SEXUAL ASSAULT,2020-11-06,1
4426,CRIMINAL TRESPASS,2020-11-06,7
695,DECEPTIVE PRACTICE,2020-11-06,84
5358,HOMICIDE,2020-11-06,3
5160,INTERFERENCE WITH PUBLIC OFFICER,2020-11-06,3
1896,MOTOR VEHICLE THEFT,2020-11-06,36
2973,NARCOTICS,2020-11-06,22
4794,OFFENSE INVOLVING CHILDREN,2020-11-06,4
1951,OTHER OFFENSE,2020-11-06,35
5851,PUBLIC PEACE VIOLATION,2020-11-06,2
2290,ROBBERY,2020-11-06,30
6079,SEX OFFENSE,2020-11-06,2
205,THEFT,2020-11-06,124
2103,WEAPONS VIOLATION,2020-11-06,32
1594,ASSAULT,2020-11-07,43
73,BATTERY,2020-11-07,145
2446,BURGLARY,2020-11-07,28
890,CRIMINAL DAMAGE,2020-11-07,71
5476,CRIMINAL SEXUAL ASSAULT,2020-11-07,3
4013,CRIMINAL TRESPASS,2020-11-07,11
1136,DECEPTIVE PRACTICE,2020-11-07,59
5019,HOMICIDE,2020-11-07,4
5548,INTERFERENCE WITH PUBLIC OFFICER,2020-11-07,2
6490,LIQUOR LAW VIOLATION,2020-11-07,1
2606,MOTOR VEHICLE THEFT,2020-11-07,26
2933,NARCOTICS,2020-11-07,23
4787,OFFENSE INVOLVING CHILDREN,2020-11-07,4
2319,OTHER OFFENSE,2020-11-07,30
5865,PUBLIC PEACE VIOLATION,2020-11-07,2
3594,ROBBERY,2020-11-07,16
6080,SEX OFFENSE,2020-11-07,2
402,THEFT,2020-11-07,107
1733,WEAPONS VIOLATION,2020-11-07,40
6241,ARSON,2020-11-08,1
1367,ASSAULT,2020-11-08,50
68,BATTERY,2020-11-08,147
2567,BURGLARY,2020-11-08,26
5604,CONCEALED CARRY LICENSE VIOLATION,2020-11-08,2
1014,CRIMINAL DAMAGE,2020-11-08,65
4978,CRIMINAL SEXUAL ASSAULT,2020-11-08,4
4205,CRIMINAL TRESPASS,2020-11-08,9
1919,DECEPTIVE PRACTICE,2020-11-08,36
5359,HOMICIDE,2020-11-08,3
7196,INTERFERENCE WITH PUBLIC OFFICER,2020-11-08,1
7145,INTIMIDATION,2020-11-08,1
2526,MOTOR VEHICLE THEFT,2020-11-08,27
2922,NARCOTICS,2020-11-08,23
4363,OFFENSE INVOLVING CHILDREN,2020-11-08,7
1893,OTHER OFFENSE,2020-11-08,36
5876,PUBLIC PEACE VIOLATION,2020-11-08,2
3010,ROBBERY,2020-11-08,22
741,THEFT,2020-11-08,81
1478,WEAPONS VIOLATION,2020-11-08,47
4693,ARSON,2020-11-09,5
1355,ASSAULT,2020-11-09,51
332,BATTERY,2020-11-09,112
2374,BURGLARY,2020-11-09,29
1036,CRIMINAL DAMAGE,2020-11-09,64
5626,CRIMINAL SEXUAL ASSAULT,2020-11-09,2
4019,CRIMINAL TRESPASS,2020-11-09,11
733,DECEPTIVE PRACTICE,2020-11-09,81
4647,HOMICIDE,2020-11-09,5
7195,INTERFERENCE WITH PUBLIC OFFICER,2020-11-09,1
2820,MOTOR VEHICLE THEFT,2020-11-09,24
3412,NARCOTICS,2020-11-09,18
5793,OFFENSE INVOLVING CHILDREN,2020-11-09,2
1611,OTHER OFFENSE,2020-11-09,43
5886,PUBLIC PEACE VIOLATION,2020-11-09,2
2469,ROBBERY,2020-11-09,28
6081,SEX OFFENSE,2020-11-09,2
6603,STALKING,2020-11-09,1
433,THEFT,2020-11-09,104
2294,WEAPONS VIOLATION,2020-11-09,30
6031,ARSON,2020-11-10,2
1595,ASSAULT,2020-11-10,43
494,BATTERY,2020-11-10,99
3497,BURGLARY,2020-11-10,17
7046,CONCEALED CARRY LICENSE VIOLATION,2020-11-10,1
1133,CRIMINAL DAMAGE,2020-11-10,59
5595,CRIMINAL SEXUAL ASSAULT,2020-11-10,2
4203,CRIMINAL TRESPASS,2020-11-10,9
588,DECEPTIVE PRACTICE,2020-11-10,92
7243,HOMICIDE,2020-11-10,1
7146,INTIMIDATION,2020-11-10,1
1839,MOTOR VEHICLE THEFT,2020-11-10,37
3638,NARCOTICS,2020-11-10,16
6297,OFFENSE INVOLVING CHILDREN,2020-11-10,1
2000,OTHER OFFENSE,2020-11-10,34
5467,PUBLIC PEACE VIOLATION,2020-11-10,3
2288,ROBBERY,2020-11-10,30
4775,SEX OFFENSE,2020-11-10,5
6604,STALKING,2020-11-10,1
279,THEFT,2020-11-10,116
3047,WEAPONS VIOLATION,2020-11-10,21
6162,ARSON,2020-11-11,1
1464,ASSAULT,2020-11-11,47
691,BATTERY,2020-11-11,84
3116,BURGLARY,2020-11-11,21
1339,CRIMINAL DAMAGE,2020-11-11,51
6833,CRIMINAL SEXUAL ASSAULT,2020-11-11,1
4282,CRIMINAL TRESPASS,2020-11-11,8
1473,DECEPTIVE PRACTICE,2020-11-11,47
5986,HOMICIDE,2020-11-11,2
7100,INTERFERENCE WITH PUBLIC OFFICER,2020-11-11,1
2601,MOTOR VEHICLE THEFT,2020-11-11,26
3666,NARCOTICS,2020-11-11,15
4790,OFFENSE INVOLVING CHILDREN,2020-11-11,4
1894,OTHER OFFENSE,2020-11-11,36
5977,PUBLIC PEACE VIOLATION,2020-11-11,2
3687,ROBBERY,2020-11-11,15
4926,SEX OFFENSE,2020-11-11,4
6605,STALKING,2020-11-11,1
622,THEFT,2020-11-11,89
2878,WEAPONS VIOLATION,2020-11-11,23
5522,ARSON,2020-11-12,2
1598,ASSAULT,2020-11-12,43
596,BATTERY,2020-11-12,91
2938,BURGLARY,2020-11-12,23
7047,CONCEALED CARRY LICENSE VIOLATION,2020-11-12,1
1164,CRIMINAL DAMAGE,2020-11-12,58
6832,CRIMINAL SEXUAL ASSAULT,2020-11-12,1
4273,CRIMINAL TRESPASS,2020-11-12,8
977,DECEPTIVE PRACTICE,2020-11-12,67
5360,HOMICIDE,2020-11-12,3
2432,MOTOR VEHICLE THEFT,2020-11-12,28
3529,NARCOTICS,2020-11-12,17
4328,OFFENSE INVOLVING CHILDREN,2020-11-12,8
1864,OTHER OFFENSE,2020-11-12,37
6677,PUBLIC PEACE VIOLATION,2020-11-12,1
2532,ROBBERY,2020-11-12,27
6757,SEX OFFENSE,2020-11-12,1
625,THEFT,2020-11-12,89
4308,WEAPONS VIOLATION,2020-11-12,8
5481,ARSON,2020-11-13,3
1995,ASSAULT,2020-11-13,34
755,BATTERY,2020-11-13,80
2939,BURGLARY,2020-11-13,23
985,CRIMINAL DAMAGE,2020-11-13,66
4582,CRIMINAL SEXUAL ASSAULT,2020-11-13,5
